name,platform,release_date,summary,meta_score,user_review																		
Rayman Legends, Xbox 360,"September 3, 2013","Rayman Legends is the follow-up to last year's Rayman Origins and aims to bring multiplayer interactions for you to use. The Glade of Dreams is in trouble again. During a 100-year nap, the nightmares multiplied and spread, creating new monsters even scarier than before. These creatures are the stuff of legendâ€¦ Dragons, giant toads, sea monsters, and even evil luchadores. With the help of Murfy, Rayman and Globox awake and must now help fight these nightmares and save the Teensies.",90,8.2																		
Astro Bot: Rescue Mission, PlayStation 4,"October 2, 2018","Astro Bot Rescue Mission is a platformer, developed exclusively for use with PS VR. Take control of Astro the captain Bot and go on an epic VR rescue mission to save your fellow Bots who are dispersed all over space.",90,8.9																		
Bayonetta + Bayonetta 2, Switch,"February 16, 2018","The Witch is Back. The witching hour strikes again. Brimming with intricate battles that take place in, on and all over epic set pieces, Bayonetta 2 finds our sassy heroine battling angels and demons in unearthly beautiful HD. You're bound to love how it feels to string together combos with unimaginable weapons and to summon demons using Bayonetta's Wicked Weave in this frantic stylized action game. Bayonetta 2 is a Wii U exclusive. Bayonetta comes packed in with the purchase of every retail packaged version of Bayonetta 2. Features: -Initiate the new Umbran Climax technique to temporarily summon demons and boost Bayonetta's attack power and range whenever you fill her magic gauge. -Fight with new over-the-top weapons that open new possibilities to the way you battle, including the Kafka, a bow that shoots poisonous arrows	 the Rakshasa, a pair of beautiful katana blades	 and a giant rifle-inspired scythe known as the Chernobog. -Team up with a friend in Tag Climax, a two-player online co-op mode. Enjoy a little friendly competition by trying to deal the most damage as you work together to take down angels and demons. -In online quick matches, you can wager halos, the in-game currency that you earn by defeating enemies. You receive a large sum back if you can prove you're a better fighter than your partner. Halos can then be traded in a story mode shop to unlock new techniques, buy accessories and pick up alternate weapon variations. -Every chapter ends with a medal ranking: Stone, Bronze, Silver, Gold, Platinum or Pure Platinum. The more skilled you are, the higher your ranking. -This game is approachable for players of all levels, with settings of three difficulty levels. Through Touch Play, you can play with the GamePad stylus and touch screen, regardless of which difficulty you choose.",90,8.7																
Kentucky Route Zero - Act IV, PC,"July 20, 2016","Kentucky Route Zero is a magical realistic adventure game about a secret highway in the caves beneath Kentucky, and the mysterious folks who travel it.",90,6.3																		
Guacamelee! Super Turbo Championship Edition, Wii U,"July 2, 2014","Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.",90,7.7																		
NBA 2K12, Xbox 360,"October 4, 2011",The NBA 2k Franchise is back with NBA 2K12.,90,7.7																		
ESPN NHL Hockey, PlayStation 2,"September 9, 2003","ESPN NHL Hockey brings you authentic box scores, overlays, stats and more - fully capturing the atmosphere of an ESPN NHL broadcast. Groundbreaking Graphics Engine ? Pushing the hardware to new limits, player models and faces, environmental effects, arenas, cut-scenes, uniforms and more are meticulously detailed - raising realism to a new level. Top-Notch Commentary- A superstar booth features the best in the business, as ESPN?s Gary Thorne and Bill Clement deliver smart play-by-play and color commentary with situational analysis and true ESPN flavor. Got Skills? - Put your skills to the test against the NHL?s best as you compete for the title in all of the NHL?s All-Star skills challenges. Mini-Games Galore ? Including ""Mini-Rink,"" a fast-paced 2 on 2 intense hockey experience, Pond Hockey, and enhanced skills events.",90,7.0																		
Rayman 2 Revolution, PlayStation 2,"January 30, 2001","First appearing on the N64 in 1999, our favorite limbless little french thing hits the PS2 with all of the game levels brought together in a single coherent 3D world, eliminating the need for the 2D overworld map, and with an increased difficulty level.",90,8.7																		
Madden NFL 2001, PlayStation,"August 22, 2000","Get ready for a dose of bone-crunching football action on the PlayStation 2 with Madden NFL 2001. Madden NFL 2001 features an all-new and exclusive NFL Coaches Club license, which means you'll see coaches on the sidelines and hear them yelling encouragement, comments and criticisms. Madden 2001 also features individualized details, easy-to-use interface, dynamically enhanced audio and play-by-play recorded with John Madden and his broadcast partner, Pat Summerall, and more!",90,6.8																		
Final Fantasy VIII, PlayStation,"September 7, 1999","The next chapter in Final Fantasy takes the series to the next level. Final Fantasy VIII combines an epic storyline with dynamic role-playing elements, breathtaking music, and well-defined characters. The world of Final Fantasy VIII comes to life in a dazzling display of digital artistry that spans four CDs. With the addition of an hour worth of CG animation, a new ""Junction"" system, and compatibility with the Dual Shock Analog Controller, Final Fantasy VIII is a breathtaking addition to the series.",90,8.7																		
Beetle Adventure Racing, Nintendo 64,"February 28, 1999","The adventure begins when you leave the road behind! Smashing, bashing fun! Crash and dash! Ultra-fast nitro blast! Go anywhere - choose your own routes, find surprises at every turn! Do anything - grab big-time air, engage in four-car mayhem!",90,7.7																		
Command & Conquer: Red Alert, PC,"October 31, 1996","Surrender is not an option. Dark experiments have permanently altered time. Or have they? Now, Soviet tanks crush city after city while Allied cruisers shell bases. Spies lurk, land mines wait, and strange new technologies aid both sides in their struggle for ultimate control.Command & Conquer: Red Alert gives you the opportunity to be more devious, cunning and ruthless than ever before. Easy to play and highly addictive, Red Alert puts the fate of the world in your hands! [Westwood]",90,8.7																		
The Witcher 3: Wild Hunt - Hearts of Stone, PC,"October 13, 2015","Hearts of Stone features over ten hours of new adventures and introduces new characters, powerful monsters, unique romance, and an entirely new storyline shaped by gamer choices. The expansion also introduces a new system of Runewords that significantly affects gameplay. Each Runeword impacts a different aspect of in-game mechanics and allows the players to experiment with various strategies and tactics. [CD Projekt]",89,9.1																		
Star Wars Jedi Knight II: Jedi Outcast, PC,"March 26, 2002","Several years have passed since Kyle Katarn avenged his father's death and saved the Valley of the Jedi from Jerec and his band of Dark Jedi. Allowing his Force powers to languish for fear of falling to the Dark side, Kyle set aside his lightsaber, vowing never to use it again. But when a new and menacing threat to the galaxy emerges, Kyle knows he must reclaim his past in order to save his future. Players assume the role of Kyle as they employ a unique mix of weapons, Force powers and your lightsaber in both single- and multiplayer modes of first-person action. [LucasArts]",89,8.7																		
Wipeout HD Fury, PlayStation 3,"July 23, 2009","[Playstation Network] The WipEout HD Fury expansion pack increases the content of your current game with 8 new tracks, 13 new ship models and 3 new game modes, 2 of which are available for online play. In addition there are new trophies to attain, a re-styled front-end and a selection of new & improved multiplayer functionality. The Eliminator game mode allows you to release all that pent-up aggression as you use the full arsenal of Wipeout weaponry to destroy your opponents. Forget those racing lines	 this is all about destruction, with the victor being the first to reach the target score. Zone Battle is about risk and reward. Acceleration is automatic as you swoop over zone pads to fill your zone bar. Your choice is whether to use the bar to increase your speed and boost your ship ever closer to the target zone or absorb it to replenish vital lost energy. Warning, avoid the â€˜zone barriersâ€™, obstacles left on the track by your opponents as they boost towards the target zone, hitting these can literally destroy your hopes of victory. Detonator mode introduces a brand new ship model to the game that tests both your piloting skills and your shooting accuracy as you accelerate through as many as 14 stages. Score points by destroying the mines that have been strewn along the track and take out the bomb on each stage to earn additional points. The more accurate you are the more points and bonuses you will score. [SCEA]",89,8.2																	
Halo 2 Multiplayer Map Pack, Xbox,"July 5, 2005","The world's greatest multiplayer game just got better. Take the fight from the streets of Old Mombasa to the islands of Delta Halo to the very edges of the galaxy! The nine new maps included in this pack nearly double HaloÂ® 2's multiplayer arena. Some battlefields feature tight-quartered, intense spaces designed for small-scale mayhem. Others are large-scale, interactive arenas with explosive vehicle combat--perfect for Split Screen, System Link or Xbox Liveâ„¢.",89,7.9																		
Yakuza: Like a Dragon, Xbox One,"November 10, 2020","RISE LIKE A DRAGON. Become Ichiban Kasuga, a low-ranking yakuza grunt left on the brink of death by the man he trusted most. Take up your legendary bat and get ready to crack some underworld skulls in dynamic RPG combat set against the backdrop of modern-day Japan.",89,8.8																		
Resident Evil 2, PC,"January 25, 2019","In Resident Evil 2, the classic action, tense exploration, and puzzle solving gameplay that defined the Resident Evil series returns. Players join rookie police officer Leon Kennedy and college student Claire Redfield, who are thrust together by a disastrous outbreak in Raccoon City that transformed its population into deadly zombies. Both Leon and Claire have their own separate playable campaigns, allowing players to see the story from both charactersâ€™ perspectives. The fate of these two fan favorite characters is in players hands as they work together to survive and get to the bottom of what is behind the terrifying attack on the city. Will they make it out alive?",89,9.0																		
Borderlands 2, Xbox 360,"September 18, 2012","Play as one of 4 new vault hunters facing off against a new world of creatures, psychos and the evil mastermind, Handsome Jack. Make new friends, arm them with a gazillion weapons and fight alongside them in four-player co-op or split-screen on a relentless quest for revenge and redemption across the undiscovered and unpredictable living planet.",89,8.3																		
Shin Megami Tensei: Persona 3 Portable, PSP,"July 5, 2010","Terrible creatures lurk in the dark, preying on those who wander into the hidden hour between one day and the next. As a member of a secret school club, you must wield your inner power--Persona--and protect humanity from impending doom. Will you live to see the light of day? Maximum Persona 3--The RPG that captured critics and fans alike achieves a new level of excellence. Built upon an enhanced version of the game, players will find numerous significant improvements, including the addition of Skill Cards, part-time jobs, a total of five difficulty settings (ranging from the newcomer-friendly ""beginner"" to the ultra-hardcore ""maniac""), and most importantly, the ability to directly control your teammates in battle. Gain a whole new perspective--The choice of your protagonist's sex at the start of the game has a dramatic impact on the game's intricate social dynamics. Persona 3 veterans will get a kick out of playing through the story from a new female perspective, gaining new Social Links, special events, and unique romantic opportunities. Slick system enhancements--Improved playability permeates every aspect of the gameplay experience. One-button menu shortcuts, streamlined team equipment changes, incredibly short load times, and other tweaks and enhancements create an ideal pace for portable gaming. [Atlus USA]",89,7.6																		
XCOM: Enemy Unknown, PlayStation 3,"October 9, 2012","Lead your troops in fierce battles to defeat the alien front, and rescue civilians in crowded cities and remote outlands around the world. Construct and expand your XCOM headquarters, recruit and coach up unique soldiers to thrust into battle, and research alien tech to enhance and multiply your weapons and capabilities. Mix and match aliens and soldiers and synthesize abilities to outwit and overpower your alien opponents.",89,8.2																		
Xenoblade Chronicles: Definitive Edition, Switch,"May 29, 2020","Join the fight between man and machine in the definitive edition of this critically-acclaimed RPG. Discover the origins of Shulk as he and his companions clash against a seemingly-unstoppable mechanical menace. Wield a future-seeing blade, chain together attacks, and carefully position your party members in strategic, real-time combat as you journey across a massive world. During an attack from the mechanical invaders known as the Mechon, Shulk discovers that he can tap into the full power of a mysterious blade known as the Monado. With the mighty Monado in hand, Shulk sets out to defeat the Mechon once and for all. In addition to the Mechon, youâ€™ll run into wildlife that ranges from docile to deadly. Keep an eye on what attracts monstersâ€™ attention to avoid unwanted conflictâ€¦or try your hand at bringing down an ultra-powerful Unique Monster. Upgrade your party as you progress through the adventure by selecting equipment, enhancing weapon skills, and using benefit-granting gems. Put your dependable companions to work by filling the party gauge to trigger a Chain Attack and attack enemies in quick succession.",89,9.0																		
Call of Duty 2, Xbox 360,"November 17, 2005","Call of Duty 2 lets players experience four individual soldier stories as they overcome insurmountable odds in multiple campaigns. Players have the freedom to follow each of the four storylines through for the ultimate character-driven experience, or they can engage in the historic battles chronologically for quick hitting action. Infinity Ward has also expanded the scope of combat to deliver a truly realistic battlefield experience. Squads now have the freedom to take on a variety of mission objectives, on expansive battlefields that allow for multiple paths and the ability to utilize actual combat tactics like outflanking and fire and maneuver capabilities. Call of Duty 2's new engine and A.I. technology set the stage for authentic squad combat and astonishing action. Concealment can be key as battlefield smoke or even deployed smoke grenades cloud visibility. Weather effects such as the dusty sandstorms of North Africa and whiteout blizzard conditions of Russia, for example, will keep soldiers glued to their bunkers. The team has also employed a state-of-the-art Battle Chatter System that brings the action to life as squad-mates bark out context-sensitive updates in real-time to players through an advanced A.I. system. [Activision]",89,8.2																		
Burnout Revenge, Xbox,"September 13, 2005","Burnout Revenge is a racing game in which your desire for destruction is as important as your ability to reach the finish line. The sequel to Burnout 3 adds some new features such as detailed car damage, crash combos, and a meter that rewards vengeance on the road. Game modes run the range from pure racing to pure destruction on a handful of real-world locations, including Detroit and Rome. Burnout Revenge also supports online play for challenging other players.",89,8.5																		
Dragon Quest VIII: Journey of the Cursed King, PlayStation 2,"November 15, 2005","The world of Dragon Quest VIII is created with breakthrough 3D graphics. The world, which includes fields, towns and dungeons, allow players to move around seamlessly. The graphics are of a high-quality animation, and players can feel as if they are walking around inside the world created by Character Designer, Akira Toriyama. The battle scenes and monsters make users feel as if they were actually facing them All of the monsters and characters are transformed with 3D graphics. Battle scenes provide astrong presence of characters and monsters due to its stunning visuals. Moreover, both new andfamiliar monsters have been recreated with uniquely detailed animation. Characteristic monsters popular among fans of Dragon Quest VIII come alive with a fresh breath of life. An entirely new original score by Koichi SugiyamaKoichi Sugiyama, the composer of Dragon Quest VIII and all of the music from previous titles in the series, composed an entirely original score. A classic and elegant score, the music is also memorable and will leave people humming the tunes. The impressive score makes the journey much more adventurous and paints each scene with emotion. [Square Enix]",89,8.7																		
It Takes Two, PlayStation 4,"March 26, 2021","From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically acclaimed A Way Out and Brothers: A Tale of Two Sons. Something out of the ordinary Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.",89,9.1																		
Metroid: Zero Mission, Game Boy Advance,"February 9, 2004","She's battled baddies on nearly every Nintendo system, and now, Samus Aran returns to her roots. Metroid: Zero Mission relives the story that started it all--revealing for the first time full details of her meeting with the Metroids. The plotline will be familiar to longtime fans of the Metroid series, but the challenges are new, the power-ups are plentiful, and the graphics and sound are supercharged. Plus, if you thought that the original Metroid had a surprise ending, wait until you get past the Mother Brain in Metroid: Zero Mission. A new twist provides a deeper adventure than ever before.",89,8.9																		
The Legend of Zelda: Majora's Mask 3D, 3DS,"February 13, 2015","The Skull Kid personifies the mischief and mystery of the Lost Woods, but a cursed mask has now morphed him into something exceedingly more terrifying. When he dupes Link into entering a land called Termina, the Hero of Time faces a pressing challenge in a strange, new land: stop the moon from ending the world in three days. Don't panic! You'll have some time-twisting tunes and magical masks to help you make it to tomorrow. [Nintendo]",89,8.9																		
Skylanders Swap Force, Wii U,"October 13, 2013","In Skylanders SWAP Force, Portal Masters embark on an adventure in the mysterious Cloudbreak Islands, where a magical volcano gives the heroes the power to swap halves, turning them into a special team known as the SWAP Force. By reassembling this team, Portal Masters must send back Kaos and his evil plan to Cloudbreak in order to save Skylands.",89,6.2																		
The Walking Dead: A Telltale Games Series, PC,"April 24, 2012","Based on Robert Kirkman's comic book series, The Walking Dead brings to life a world devastated by an undead apocalypse and the horrifying choices you're forced to make to survive. Play the role of Lee Everett, a convicted criminal, who has been given a second chance at life in a world devastated by the undead. With corpses returning to life and survivors stopping at nothing to maintain their own safety, protecting an orphaned girl named Clementine may offer you redemption in a world gone to hell.",89,8.8																		
Tiger Woods PGA Tour 2004, PlayStation 2,"September 22, 2003","With the revolutionary new EA SPORTS Game Face, you can build yourself from scratch and take on the pros while improving your skills with each solid performance. Play as or against over a dozen top pros, including Tiger Woods, Vijay Singh, Justin Leonard, and new golfers like John Daly and Adam Scott. Five new courses have been added to all the old favorites like Pebble Beach Golf Links and St Andrews Golf Links. Graphical and gameplay enhancements mean more ball control and more realistic weather and terrain conditions. Expanded Career Mode lets you take your golfer through a World Tour to earn money and sponsorships. Go online for matches and tournaments, and climb the leaderboards. [EA Sports]",89,8.6																		
Age of Mythology, PC,"November 1, 2002","Age of Mythology transports players to a time when heroes did battle with monsters of legend and the gods intervened in the affairs of mortal men. Players wage war using human armies and diplomacy, progress through development ages, enhance military and economic performance with improvements, and manage economics through resource gathering and trade. Mythology enters the mix when players call upon the gods to act on their behalf or reinforce their armies with more than 20 mythological creatures. Ensemble Studios' new 3D engine adds a deep richness of graphical detail and creates a unique new title based on the ancient cultural history of the Greek, Norse, and Egyptian cultures, which are divided into nine detailed civilizations. [Microsoft]",89,8.9																		
Pikmin, GameCube,"December 2, 2001","Pikmin may be small and plantlike, but they can be a space traveler's best friend. Stranded on an unknown planet, Captain Olimar must enlist the help of these native Pikmin to rebuild his spaceship before the life-support system runs out. In the meantime, you'll have to fend off attackers and solve various puzzles. To produce additional multicolored Pikmin you must defeat enemies and carry them back to the Pikmin nests called onions. But beware--watching giant predators gobble your Pikmin might make you angrier than you'd expect.",89,8.7																		
Madden NFL 2002, GameCube,"November 17, 2001","If you enjoy simulation-style football games that play well, have incredible depth, and look great, Madden 2002 is your game.",89,6.0																		
Sacrifice (2000), PC,"November 5, 2000","Sacrifice provides a truly fresh approach in the 3-D RTS genre, allowing players to act as both commander and combatant over huge, real-time, generated landscapes in single or multiplayer modes. Wizards will not be disappointed as Sacrifice serves up over 50 spells and creatures. [Interplay]",89,8.7																		
Samba de Amigo, Dreamcast,"October 16, 2000","Samba De Amigo is one of the best music and rhythm games released thus far, and it's the first such game to hit the United States, making it an excellent entry into the world of music peripherals.",89,8.3																		
Wipeout 3, PlayStation,"August 31, 1999",The world's fastest PlayStation racer returns.... This is the ultimate anti-gravity racing experience by which all others are judged.... Accept no substitutes.,89,8.8																		
Monster Hunter: World - Iceborne, PlayStation 4,"September 6, 2019","Monster Hunter World: Iceborne is the highly anticipated massive expansion to Monster Hunter: World, the best-selling Capcom title of all time with more than 12 million units shipped worldwide adding to the series total of more than 53 million units to date. This gargantuan follow-up rivals the gameplay volume from the original release and features a new icy setting, storyline, monsters, gameplay options, and more. The game's all-new story picks up after Monster Hunter: World and whisks hunters away to the newly discovered chilly locale that, once fully explored, becomes the largest region in World so far. The new locale is home to several new and returning monsters ready to challenge hunters throughout their expeditions and raises the stakes with the added higher difficulty Master Rank. Iceborne continues the skill-based progression and robust crafting system found in World and expands that with several new gameplay features that broaden the player's combat repertoire. All this leads to the ultimate hunter test against the mysterious new flagship monster, Velkhana.",89,8.4																		
Plants vs. Zombies, Xbox 360,"September 8, 2010","Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks. Obstacles like a setting sun, creeping fog and a swimming pool add to the challenge, and with five game modes to dig into, the fun never dies!",89,8.4																		
Dead Cells, Switch,"August 7, 2018","Dead Cells is a rogue-lite, metroidvania action-platformer. You'll explore a sprawling, everchanging castle... assuming you're able to fight your way past its keepers in 2D souls-lite combat. No checkpoints. Kill, die, learn, repeat. RogueVania: The progressive exploration of an interconnected world, with the replayability of a rogue-lite and the adrenaline pumping threat of permadeath. 2D Souls-lite Action: Tough but fair combat, more than fifty weapons and spells with unique gameplay, and of course, the emergency panic roll to get you out of trouble. Nonlinear progression: Sewers, Ossuary or Remparts? Once unlocked, special permanent abilities allow you to access new paths to reach your objective. Opt for the path that suits your current build, your play style or just your mood. Exploration: Secret rooms, hidden passages, charming landscapes. Take a moment to stroll the towers and breath in that fresh sea mist infused air...",89,8.4																		
Dark Souls III, PC,"April 11, 2016","Developed by Japanese developer FromSoftware, DARK SOULS III is the latest chapter in the DARK SOULS series with its trademark sword and sorcery combat and rewarding action RPG gameplay. Players travel across a wide variety of locations in an interconnected world of unrelenting challenge and deep RPG gameplay as they search for a way to survive the coming apocalypse.",89,8.5																		
Metroid Dread, Switch,"October 8, 2021","Join intergalactic bounty hunter Samus Aran in her first new 2D Metroidâ„¢ story in 19 years. Samusâ€™ story continues after the events of the Metroidâ„¢ Fusion game when she descends upon planet ZDR to investigate a mysterious transmission sent to the Galactic Federation. The remote planet has become overrun by vicious alien lifeforms and chilling mechanical menaces. Samus is more agile and capable than ever, but can she overcome the inhuman threat stalking the depths of ZDR? Face off against unrelenting E.M.M.I. robots Once DNA-extracting research machines, the imposing E.M.M.I. are now hunting Samus down. Tensions are high as you evade these E.M.M.I. to avoid a cruel death while finding a way to take them down. Find out what turned these robotic wonders into the scourge of ZDR and escape with your life. Feel Samusâ€™ power grow as you gain maneuvers and abilities Acquire new and familiar abilities as you traverse the many environments of this dangerous world. Parkour over obstacles, slide through tight spaces, counter enemies, and battle your way through the planet. Return to areas and use your new abilities to find upgrades, alternate paths, and a way forward. Explore the sprawling map, evade and destroy E.M.M.I. robots, and overcome the dread plaguing ZDR.",89,8.8																		
Rez HD, Xbox 360,"January 30, 2008","[Xbox Live Arcade] Set in a cyberworld, the legendary fast-paced action-shooter Rez HD, created by Tetsuya Mizuguchi, provides the ultimate audiovisual experience as the player targets the enemies and hacks the system while creating their own beats. Rez opens your senses ... let's go to synaesthesia was the watchword when Rez released in 2001 to become a fan favorite. The dynamic, total integration of visual presentation, sound and player input provides the ultimate audiovisual experience. Old-school vector style graphics, sensory response, and beat synchronization sets the title apart and is recreated in this port for Xbox LIVE Arcade in high-definition and 5.1 surround sound. Rez consists of five different levels, each with its own unique visual theme and style, musical track and a boss battle at the end. The game also features several different modes and lots of unlockable elements, giving it plenty of replay value. Play through the five areas in regular or Score Attack mode. Go to the Beyond mode and try Direct Assault, Lost Mode, the free play Trance Mission, or take on all the bosses consecutively in Boss Rush. Feel the rhythm: To further enhance the Rez experience, artists including Coldcut, Adam Freeland, Joujouka, Ken Ishii and Keiichi Sugiyama (SEGA's Wave Master) contributed tracks to the game. [Q Entertainment]",89,8.0																		
NBA Street V3, PlayStation 2,"February 8, 2005","The third chapter in the multi-platinum-selling NBA Street series rises above the rim and expands on the customization and variety of game modes and gameplay. Gamers can build their reputation as they create the future of street basketball with all-new jaw-dropping, ankle-breaking, rim-shaking moves in visually stimulating environments, from favorite courts like ""The Cage"" and ""Rucker Park"" to the next generation of streetball sanctuaries, like ""Venice Beach"". It all adds up to give V3 a revolutionary style all its own. Featuring NBA legends, today's top stars, and original characters from past editions, NBA Street V3 reaches new heights by making over-the-top, larger-than-life moves even bigger in this action-packed, arcade-style game. Customize your baller, build courts from the ground up, throw one down in an all-new dunk contest and go online to put your reputation to the test. [Electronic Arts]",89,8.5																		
Demon's Souls, PlayStation 3,"October 6, 2009","Demon's Souls promises to be the hardcore action RPG experience PS3 owners have been waiting for since the platform's launch. Revolutionary online features support your adventure like never before, presenting seamless interconnectivity that serves in every instance to enhance the single-player game. Team up with two other players in simultaneous cooperative play, working together to topple some of the game's colossal bosses, or force your way into the games of skilled players and challenge them to PvP battle. Leave hints and clues for those who will follow in your footsteps	 either intentionally or through your own inadvertent demise, your bloodstains will allow your successors to view a replay of your death, hinting at how to avoid your gruesome fate. [Atlus USA]",89,8.7																	
Pillars of Eternity, PC,"March 26, 2015","Eternity aims to recapture the magic, imagination, depth, and nostalgia of classic RPG's that Obsidian enjoyed making - and playing. Eternity takes the central hero, memorable companions and the epic exploration of Baldurâ€™s Gate, adds in the fun, intense combat and dungeon diving of Icewind Dale, and ties it all together with the emotional writing and mature thematic exploration of Planescape: Torment. Choose to play as one of the six playable races: Human, Aumaua, Dwarf, Elf, Godlike, and Orlan. Whether you're playing a stout Dwarf, a towering Aumaua, or one of the otherworldly Godlike, Eternity's plethora of playable races scratch every role-playing itch you may have and allow for deep character customization. [Obsidian]",89,8.3																		
The Elder Scrolls III: Morrowind, PC,"May 1, 2002","An epic, open-ended single-player game where you create and play any kind of character you can imagine. Be the noble hero embarking on an epic quest, or an insidious thief rising to leadership of his guild. Be a malevolent sorcerer developing the ultimate spell of destruction, or a reverent healer searching for the cure to a plague. Your actions define your character, and your gameplay changes and evolves in response to your actions. Confront the assassins' guild, and they take out a contract on you. Impress them, and they try to recruit you instead. No two sagas are the same in the world of Morrowind. [Bethesda Softworks]",89,8.8																		
Castlevania: Symphony of the Night, Xbox 360,"March 21, 2007","[Xbox Live Arcade] Dracula's castle has risen again and it's up to the mysterious Alucard to face Dracula and save the world from his nocturnal embrace. Uncover the riddle behind why the castle has returned and what became of the world's last hero, Richer Belmont. Upgrade your weapons, armor, and stats by defeating the castle's defenders. Encounter allies and enemies throughout the castle who help you uncover the real story of both Castlevania and Alucard's personal demons. With non-linear gameplay and multiple endings, its up to you to guide Alucard through the castle as you see fit. Achievements, to challenge players to completely conquer Dracula's castle. Leaderboards, so you can vie for position with other players to become the undisputed worldwide master of Symphony of the Night. Enhanced background visuals that take advantage of the HD graphics capabilities of the Xbox 360. All of the original PlayStation music, sprites, and gameplay content. Ported controls let you experience every battle and boss fight as originally envisioned. Gamer themes and picture packs coming soon to let you customize your Xbox 360 in the Castlevania style. [Konami]",89,8.6																		
Into the Breach, Switch,"August 28, 2018",Control powerful mechs from the future to defeat an alien threat. Each attempt to save the world presents a new randomly generated challenge in this turn-based strategy game.,89,7.8																		
F1 2019, Xbox One,"June 25, 2019","The official videogame of the 2019 FIA Formula One World Championship, F1 2019 challenges you to Defeat your Rivals in the most ambitious F1 game in Codemasters' history. The game is released a full two months earlier during the Formula 1 myWorld Grosser Preis von Osterreich 2019 weekend and, unlike previous iterations, ahead of the British, German and Hungarian races. F1 2019 features all the official teams, drivers and all 21 circuits from the 2019 season. This year sees the inclusion of F2 with players being able to complete the 2018 season with the likes of George Russell, Lando Norris and Alexander Albon. The 2019 F2 season content will be made available as a free digital update during the season. Having established itself as one of the highest rated racing franchises of all time, F1 2019 builds on the success of previous iterations and delivers an experience that rivals the quality and production values of its real-life race counterpart. With greater emphasis on graphical fidelity, the environments have been significantly enhanced, and the tracks come to life like never before. Night races have been completely overhauled creating vastly improved levels of realism and the upgraded F1 broadcast sound and visuals add further realism to all aspects of the race weekend.",89,6.9																		
It Takes Two, Xbox Series X,"March 26, 2021","From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically acclaimed A Way Out and Brothers: A Tale of Two Sons. Something out of the ordinary Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.",89,8.6																		
Fable II, Xbox 360,"October 21, 2008","Set 500 years after the original, Fable II provides gamers with an epic story and innovative real-time gameplay, including a massive amount of freedom and choice to explore a vast collection of dungeons, catacombs and caves in the world of Albion. Fable II expands upon the scope and depth of the Xbox classic by adding incredible new features and creating a wider, more complex kingdom of limitless choices and consequences. Players have the option to play as a man or woman, get married, have children, and live a life of their own design. Revisit the sprawling world of Albion more than 500 years after the events of the original Fable, where you are free to explore the landscape and openly roam the countryside. For the right price every house, hut, dungeon and castle is for sale. Players can witness how the world grows and changes in response to their decisions in incredible and unique ways as they rediscover Albion as if for the first time. Fable II pioneers a new combat system designed to allow players to truly master hand weapons such as swords and maces, ranged combat weapons such as cross-bows and guns, and an entirely new magic system. These three disciplines, while very accessible, are also amazingly deep, and allow players to mix combat styles and become everything from master swordsman to skilled ranger to evil magic welder, utilizing a single button on the Xbox 360 controller. [Lionhead]",89,6.6																		
Rez Infinite, PlayStation 4,"October 13, 2016","To resolve the world's rising crime rates, a new system called Project-K was created. However, Eden, the core of Project-K, has fallen into a vegetative state. Now it's up to you, a hacker, to travel through a cyberspace filled with firewalls, viruses, and other obstacles, and jump-start the system's artificial intelligence. Scattered throughout the levels are evolution spheres, which let you transform into more powerful humanoid forms. The game features a pounding soundtrack and unique vector worlds.",89,7.5																		
Rocksmith 2014 Edition, PC,"October 22, 2013",Rocksmith 2014 Edition lets players plug in any electric guitar or bass directly into your system and begin learning guitar with the Rocksmith Method.,89,7.9																		
